Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
   1     0.10   278.00     4.00     0.20     1.820000     2.010000    2.260000        0
   1     0.10   278.00     4.00     0.50     2.010000     2.260000    2.570000        0
   1     0.10   278.00     4.00     1.00     2.220000     2.540000    2.940000        0
   1     0.10   278.00     4.00     2.00     2.550000     2.990000    3.550000        0
   1     0.10   278.00     4.00     5.00     3.300000     4.100000    5.210000        0
   1     0.10   278.00     4.00    10.00     4.320000     5.810000    8.170000        0
   1     0.10   278.00     4.00    20.00     6.110000     9.230000   15.880000        0
   1     0.10   278.00     5.00     0.10     1.810000     1.950000    2.130000        0
   1     0.10   278.00     5.00     0.20     1.920000     2.080000    2.280000        0
   1     0.10   278.00     5.00     0.50     2.090000     2.300000    2.550000        0
   1     0.10   278.00     5.00     1.00     2.300000     2.560000    2.870000        0
   1     0.10   278.00     5.00     2.00     2.620000     2.960000    3.390000        0
   1     0.10   278.00     5.00     5.00     3.340000     3.940000    4.700000        0
   1     0.10   278.00     5.00    10.00     4.320000     5.350000    6.790000        0
   1     0.10   278.00     5.00    20.00     6.010000     8.000000   11.200000        0
   1     0.10   278.00     6.00     0.10     1.890000     2.010000    2.170000        0
   1     0.10   278.00     6.00     0.20     1.990000     2.130000    2.310000        0
   1     0.10   278.00     6.00     0.50     2.170000     2.340000    2.550000        0
   1     0.10   278.00     6.00     1.00     2.370000     2.580000    2.850000        0
   1     0.10   278.00     6.00     2.00     2.680000     2.960000    3.310000        0
   1     0.10   278.00     6.00     5.00     3.380000     3.850000    4.440000        0
   1     0.10   278.00     6.00    10.00     4.320000     5.100000    6.120000        0
   1     0.10   278.00     6.00    20.00     5.910000     7.340000    9.370000        0
   1     0.10   278.00     8.00     0.10     2.030000     2.120000    2.250000        0
   1     0.10   278.00     8.00     0.20     2.120000     2.230000    2.370000        0
   1     0.10   278.00     8.00     0.50     2.290000     2.420000    2.590000        0
   1     0.10   278.00     8.00     1.00     2.490000     2.650000    2.850000        0
   1     0.10   278.00     8.00     2.00     2.790000     2.990000    3.250000        0
   1     0.10   278.00     8.00     5.00     3.450000     3.780000    4.190000        0
   1     0.10   278.00     8.00    10.00     4.330000     4.840000    5.490000        0
   1     0.10   278.00     8.00    20.00     5.780000     6.680000    7.820000        0
   1     0.10   278.00    10.00     0.10     2.150000     2.220000    2.340000        0
   1     0.10   278.00    10.00     0.20     2.230000     2.310000    2.440000        0
   1     0.10   278.00    10.00     0.50     2.390000     2.500000    2.640000        0
   1     0.10   278.00    10.00     1.00     2.590000     2.720000    2.880000        0
   1     0.10   278.00    10.00     2.00     2.880000     3.040000    3.250000        0
   1     0.10   278.00    10.00     5.00     3.520000     3.770000    4.080000        0
   1     0.10   278.00    10.00    10.00     4.340000     4.730000    5.210000        0
   1     0.10   278.00    10.00    20.00     5.710000     6.350000    7.140000        0
   1     0.10   278.00    13.00     0.10     2.270000     2.330000    2.430000        0
   1     0.10   278.00    13.00     0.20     2.360000     2.430000    2.530000        0
   1     0.10   278.00    13.00     0.50     2.530000     2.600000    2.720000        0
   1     0.10   278.00    13.00     1.00     2.720000     2.810000    2.950000        0
   1     0.10   278.00    13.00     2.00     3.000000     3.120000    3.280000        0
   1     0.10   278.00    13.00     5.00     3.610000     3.790000    4.030000        0
   1     0.10   278.00    13.00    10.00     4.390000     4.660000    5.010000        0
   1     0.10   278.00    13.00    20.00     5.670000     6.110000    6.660000        0
   1     0.10   278.00    16.00     0.10     2.390000     2.430000    2.520000        0
   1     0.10   278.00    16.00     0.20     2.470000     2.520000    2.610000        0
   1     0.10   278.00    16.00     0.50     2.640000     2.690000    2.800000        0
   1     0.10   278.00    16.00     1.00     2.820000     2.890000    3.010000        0
   1     0.10   278.00    16.00     2.00     3.100000     3.190000    3.330000        0
   1     0.10   278.00    16.00     5.00     3.690000     3.820000    4.030000        0
   1     0.10   278.00    16.00    10.00     4.450000     4.650000    4.930000        0
   1     0.10   278.00    16.00    20.00     5.670000     6.010000    6.440000        0
   1     0.10   278.00    20.00     0.10     2.510000     2.540000    2.620000        0
   1     0.10   278.00    20.00     0.20     2.600000     2.630000    2.710000        0
   1     0.10   278.00    20.00     0.50     2.760000     2.800000    2.890000        0
   1     0.10   278.00    20.00     1.00     2.950000     2.990000    3.100000        0
   1     0.10   278.00    20.00     2.00     3.220000     3.280000    3.400000        0
   1     0.10   278.00    20.00     5.00     3.790000     3.890000    4.060000        0
   1     0.10   278.00    20.00    10.00     4.500000     4.670000    4.900000        0
   1     0.10   278.00    20.00    20.00     5.710000     5.970000    6.300000        0
   1     0.10   494.36     1.00     0.10     1.130000     2.018250    8.583331        1
   1     0.10   494.36     1.00     0.20     1.250000     2.461555   37.933479        1
   1     0.10   494.36     1.00     0.50     1.430000     3.316195 1000.000000        1
   1     0.10   494.36     1.00     1.00     1.630000     4.518282 1000.000000        1
   1     0.10   494.36     1.00     2.00     1.890000     7.471730 1000.000000        1
   1     0.10   494.36     1.00     5.00     2.390000    31.353545 1000.000000        1
   1     0.10   494.36     1.00    10.00     2.970000  1000.000000 1000.000000        1
   1     0.10   494.36     1.00    20.00     4.130000  1000.000000 1000.000000        1
   1     0.10   494.36     2.00     0.10     1.400000     1.950000    3.110000        0
   1     0.10   494.36     2.00     0.20     1.500000     2.160000    3.690000        0
   1     0.10   494.36     2.00     0.50     1.700000     2.630000    5.300000        0
   1     0.10   494.36     2.00     1.00     1.930000     3.078640    7.362550        1
   1     0.10   494.36     2.00     2.00     2.260000     4.032531   17.133829        1
   1     0.10   494.36     2.00     5.00     2.990000     6.950132 1000.000000        1
   1     0.10   494.36     2.00    10.00     3.910000    13.264693 1000.000000        1
   1     0.10   494.36     2.00    20.00     5.350000    38.379344 1000.000000        1
   1     0.10   494.36     3.00     0.10     1.560000     1.950000    2.590000        0
   1     0.10   494.36     3.00     0.20     1.660000     2.120000    2.900000        0
   1     0.10   494.36     3.00     0.50     1.870000     2.460000    3.590000        0
   1     0.10   494.36     3.00     1.00     2.080000     2.860000    4.480000        0
   1     0.10   494.36     3.00     2.00     2.400000     3.520000    6.370000        0
   1     0.10   494.36     3.00     5.00     3.140000     5.175397   14.166512        1
   1     0.10   494.36     3.00    10.00     4.150000     8.175897  177.784962        1
   1     0.10   494.36     3.00    20.00     5.850000    15.370567 1000.000000        1
   1     0.10   494.36     4.00     0.10     1.670000     1.990000    2.450000        0
   1     0.10   494.36     4.00     0.20     1.790000     2.150000    2.700000        0
   1     0.10   494.36     4.00     0.50     1.980000     2.430000    3.150000        0
   1     0.10   494.36     4.00     1.00     2.180000     2.750000    3.720000        0
   1     0.10   494.36     4.00     2.00     2.500000     3.280000    4.760000        0
   1     0.10   494.36     4.00     5.00     3.220000     4.660000    8.180000        0
   1     0.10   494.36     4.00    10.00     4.210000     6.678545   16.045078        1
   1     0.10   494.36     4.00    20.00     5.900000    10.976890   82.018201        1
   1     0.10   494.36     5.00     0.10     1.780000     2.050000    2.420000        0
   1     0.10   494.36     5.00     0.20     1.890000     2.190000    2.620000        0
   1     0.10   494.36     5.00     0.50     2.060000     2.430000    2.980000        0
   1     0.10   494.36     5.00     1.00     2.270000     2.720000    3.430000        0
   1     0.10   494.36     5.00     2.00     2.580000     3.190000    4.190000        0
   1     0.10   494.36     5.00     5.00     3.280000     4.330000    6.340000        0
   1     0.10   494.36     5.00    10.00     4.230000     6.050000   10.550000        0
   1     0.10   494.36     5.00    20.00     5.850000     9.170697   21.705398        1
   1     0.10   494.36     6.00     0.10     1.870000     2.100000    2.420000        0
   1     0.10   494.36     6.00     0.20     1.970000     2.230000    2.590000        0
   1     0.10   494.36     6.00     0.50     2.140000     2.450000    2.900000        0
   1     0.10   494.36     6.00     1.00     2.340000     2.720000    3.290000        0
   1     0.10   494.36     6.00     2.00     2.650000     3.140000    3.910000        0
   1     0.10   494.36     6.00     5.00     3.330000     4.150000    5.560000        0
   1     0.10   494.36     6.00    10.00     4.240000     5.610000    8.330000        0
   1     0.10   494.36     6.00    20.00     5.790000     8.290000   14.720000        0
   1     0.10   494.36     8.00     0.10     2.010000     2.190000    2.450000        0
   1     0.10   494.36     8.00     0.20     2.100000     2.300000    2.590000        0
   1     0.10   494.36     8.00     0.50     2.270000     2.510000    2.850000        0
   1     0.10   494.36     8.00     1.00     2.460000     2.760000    3.170000        0
   1     0.10   494.36     8.00     2.00     2.760000     3.130000    3.670000        0
   1     0.10   494.36     8.00     5.00     3.410000     3.990000    4.870000        0
   1     0.10   494.36     8.00    10.00     4.270000     5.170000    6.660000        0
   1     0.10   494.36     8.00    20.00     5.710000     7.230000   10.070000        0
   1     0.10   494.36    10.00     0.10     2.120000     2.280000    2.490000        0
   1     0.10   494.36    10.00     0.20     2.200000     2.380000    2.610000        0
   1     0.10   494.36    10.00     0.50     2.370000     2.570000    2.850000        0
   1     0.10   494.36    10.00     1.00     2.560000     2.800000    3.130000        0
   1     0.10   494.36    10.00     2.00     2.850000     3.150000    3.570000        0
   1     0.10   494.36    10.00     5.00     3.480000     3.930000    4.580000        0
   1     0.10   494.36    10.00    10.00     4.300000     4.970000    6.000000        0
   1     0.10   494.36    10.00    20.00     5.650000     6.740000    8.510000        0
   1     0.10   494.36    13.00     0.10     2.250000     2.380000    2.560000        0
   1     0.10   494.36    13.00     0.20     2.330000     2.480000    2.670000        0
   1     0.10   494.36    13.00     0.50     2.500000     2.660000    2.890000        0
   1     0.10   494.36    13.00     1.00     2.690000     2.880000    3.140000        0
   1     0.10   494.36    13.00     2.00     2.970000     3.200000    3.520000        0
   1     0.10   494.36    13.00     5.00     3.570000     3.910000    4.390000        0
   1     0.10   494.36    13.00    10.00     4.350000     4.840000    5.550000        0
